"","year","account_code","mode","return_margin","return_margin2","return_margin3","E_end","excess_return","upper_limit","acc_return","Emean_return"
"53",2014,"163402.OF","Random_without_alpha",122270234.421878,312621573.616672,277936666.347045,8526509633.60137,2589930850.35548,337918133.821181,2806452990.24746,4911653038.83352
"54",2015,"163402.OF","Random_without_alpha",204199420.348193,229528946.422149,170086613.956904,6170955759.31687,2700923168.90728,388783257.559892,348620984.581252,5711297698.84877
"55",2007,"340006.OF","Random_without_alpha",267712118.406326,294492597.398593,223355449.588548,6018854952.24789,4544010297.89814,344418974.723784,4515189844.11481,3596619374.27153
"56",2008,"340006.OF","Random_without_alpha",219582699.943666,229404845.651553,235391717.000325,5016294824.57232,2348445153.89421,311451603.185486,2942790654.63195,3367788553.75296
"57",2009,"340006.OF","Random_without_alpha",153967167.142236,101460730.990295,75581216.1451211,5049756023.3089,1320892842.89746,301625061.295196,1948695477.79997,3485006688.93503
"58",2010,"340006.OF","Random_without_alpha",127212670.166245,154349633.404357,147697353.266714,4135437569.00209,1266406230.13407,352679509.209327,-1760194012.49183,5660571259.29302
"59",2011,"340006.OF","Random_without_alpha",124684561.76906,105828450.837695,143639935.019752,5375538134.11691,413933347.769329,327425852.773322,997073752.98226,4927582650.13944
"60",2012,"340006.OF","Random_without_alpha",183486059.654385,168758255.867445,147322866.993951,5907644497.93687,2060695952.53159,315028798.595659,3237804285.62936,4440653021.03959
"61",2013,"340006.OF","Random_without_alpha",295103344.719766,317065673.480301,268158783.278274,9524267697.58241,2179441669.55157,345014540.797846,5598756784.29482,3696653838.28983
"62",2014,"340006.OF","Random_without_alpha",47377737.4264661,202614746.449391,211217153.334763,8157721878.38639,844432727.183218,334536330.024414,2546141717.67911,4266414410.2467
"63",2015,"340006.OF","Random_without_alpha",151189884.948846,184872300.234358,126394976.889322,6222615520.13996,1654347797.10881,383761329.809065,507926042.255792,5638535478.02403
"64",2007,"519005.OF","Random_without_alpha",62249607.0196954,12422956.5872808,92051535.2297775,5296227625.64807,-524920492.357467,351468050.115012,2650208387.00392,3781308038.72506
"65",2008,"519005.OF","Random_without_alpha",66374226.4734923,39068908.7247268,110229797.213551,4021751502.06772,-1726922236.17491,329150052.481586,343429362.420953,3708581250.98698
"66",2009,"519005.OF","Random_without_alpha",30517746.9079804,-197124.030573307,30262568.9833147,4610424375.21138,-2235091348.98211,337330580.154067,338513313.018827,4384591802.48844
"67",2010,"519005.OF","Random_without_alpha",37807892.8642227,10386457.9912247,68558723.6760171,3755360121.8919,-1613837722.84961,358371444.186482,-1968396402.01456,5550426547.49996
"68",2011,"519005.OF","Random_without_alpha",112472095.189972,112883813.660836,131145810.291262,5976567039.07077,-495439131.872044,301976013.248312,2698165204.05483,3762798016.55972
"69",2012,"519005.OF","Random_without_alpha",106000642.328249,120453970.888323,107904424.036802,6081210619.94335,116355233.948577,330340940.449311,3379349424.47068,4019066608.73322
"70",2013,"519005.OF","Random_without_alpha",-83383123.4145934,244166037.34107,-57547912.7939162,8226588156.99101,-494140603.946124,355031550.682766,4700936843.02844,3953897194.32897
"71",2014,"519005.OF","Random_without_alpha",-25578566.353746,-1198112.2024076,-26391153.1564976,6854016069.96932,-563002149.543723,312017674.345063,997149867.675055,4195051397.33305
"72",2015,"519005.OF","Random_without_alpha",85789450.9966199,111000998.535055,88731814.1631317,5491406605.92873,591418657.501245,369554240.355394,-123470067.866514,5529400343.56742
