year,account_code,mode,return_margin,return_margin2,return_margin3,E_end,excess_return,upper_limit,acc_return,Emean_return
2018,163402.OF,Random_without_alpha,20532705.775590055,20532705.775590055,15710013.402,883285420.9100963,253614350.60866714,20532705.775590055,417575738.9246163,684423525.8530018
2019,163402.OF,Random_without_alpha,29210135.17724948,29210135.17724948,29210135.17724948,2669128011.5975547,374860200.1195718,29210135.17724948,1325381853.4837837,973671172.5749828
2007,519005.OF,Random_without_alpha,0.0,0.0,8023765.48,584532434.3421464,-349586174.86160105,13590066.150081674,441804591.4274687,453002205.0027225
2008,519005.OF,Random_without_alpha,19963799.693,18561134.509,24150360.429,863564983.5539911,199637996.93440142,35222594.43394978,-223542623.1888164,1174086481.1316595
2009,519005.OF,Random_without_alpha,2496934.704,0.0,0.0,1485929315.7165296,24969347.04006353,35040506.70624471,196991227.64126647,1168016890.2081568
2010,519005.OF,Random_without_alpha,2635541.318,794317.062,2062005.024,1031724267.9536451,26355413.181736827,31853615.65329279,-258231785.7438088,1061787188.4430931
2011,519005.OF,Random_without_alpha,0.0,0.0,0.0,582150871.2148913,-31465736.954955176,17017563.79664204,-154974256.92171407,567252126.5547347
2012,519005.OF,Random_without_alpha,0.0,0.0,0.0,2205115455.1167517,-322543449.99077916,49731773.27266828,560801967.7366307,1657725775.7556093
2013,519005.OF,Random_without_alpha,0.0,3479392.063,0.0,2718680522.6916747,-38478487.89960313,43452801.31022397,632018148.973497,1448426710.3407989
2014,519005.OF,Random_without_alpha,0.0,0.0,0.0,1087730884.5502992,-616340516.9641945,30953154.884273347,119074492.26779029,1031771829.4757782
2015,519005.OF,Random_without_alpha,0.0,0.0,0.0,395291523.6837294,-179891642.66383696,18621925.13799256,-82594496.43840168,620730837.9330854
2016,519005.OF,Random_without_alpha,0.0,0.0,0.0,375132569.80796176,-209705605.71723357,25054164.241711248,-339837378.8563264,835138808.0570416
2017,519005.OF,Random_without_alpha,29099325.474,30633554.4234635,17781375.973,1036687728.4077731,290993254.7374155,30633554.4234635,505207669.3048514,1021118480.7821168
2018,519005.OF,Random_without_alpha,37248894.37382763,37248894.37382763,37248894.37382763,1974973727.5528011,1195985444.50101,37248894.37382763,1502389725.3632636,1241629812.460921
2019,519005.OF,Random_without_alpha,11608333.26890607,11608333.26890607,11608333.26890607,966723448.1674361,362823923.24498045,11608333.26890607,786751504.4686999,386944442.29686904
